64 48 40 45 47 49 1
62 62 62 62 62 62 1
124 40 34 53 36 58 1
72 44 58 58 58 58 1
40 19 17 23 19 41 1
17 28 33 39 48 33 1
48 27 43 55 55 46 1
57 69 40 54 67 57 1
47 47 47 47 47 47 1
46 45 46 55 48 48 1
16 64 59 60 18 45 1
46 39 30 40 45 63 1
37 32 17 52 80 36 1
42 49 50 44 46 46 1
39 31 28 18 12 61 1
60 60 60 60 60 60 1
33 82 49 50 43 49 1
27 38 54 66 34 62 1
35 30 37 34 34 34 1
36 43 50 45 49 109 1
33 64 50 73 32 50 1
44 37 50 39 47 78 1
36 66 61 66 51 49 1
49 44 127 74 83 25 1
32 32 32 32 32 32 1
119 119 119 119 119 119 1
47 39 45 57 40 46 1
52 37 44 50 73 34 1
31 26 30 53 16 34 1
39 50 34 40 64 45 1
53 31 35 61 61 30 1
34 23 20 23 24 126 0
47 32 42 41 73 47 1
42 45 39 60 30 45 1
35 36 38 39 40 57 1
51 51 28 44 36 50 1
37 99 103 80 80 80 1
15 24 33 42 86 40 1
16 30 31 18 14 43 0
26 69 105 63 31 43 1
19 37 40 46 30 56 1
44 33 30 25 29 17 0
47 64 55 83 47 59 1
37 37 37 37 37 37 1
36 16 19 17 37 25 1
32 51 53 22 33 48 1
17 16 38 64 76 37 1
86 34 46 35 52 51 1
39 43 39 53 51 76 1
44 37 46 43 43 43 1
33 26 21 27 27 27 1
110 125 118 118 118 118 1
26 44 30 23 24 29 0
42 62 42 44 26 41 1
19 29 29 61 17 14 0
13 32 40 43 10 40 1
41 43 42 42 42 42 1
47 57 39 45 64 33 1
24 32 30 30 41 32 0
48 35 52 16 37 47 1
57 46 36 46 40 57 1
83 83 83 83 83 83 1
52 30 25 50 39 39 1
28 48 59 53 50 66 1
24 35 24 26 16 24 0
24 35 51 32 24 153 1
25 45 47 67 19 41 1
27 34 45 43 72 43 1
55 37 38 43 43 43 1
27 61 21 37 37 37 0
52 52 52 52 52 52 1
29 25 23 24 25 25 0
35 34 38 60 52 44 1
58 39 36 44 44 44 1
49 33 65 49 49 49 1
52 52 52 52 52 52 1
34 47 27 26 34 34 1
88 80 64 49 15 40 1
19 33 26 26 26 26 0
63 29 37 43 43 43 1
44 43 24 46 30 37 0
35 47 66 41 76 53 1
58 84 116 66 71 79 1
42 40 23 61 42 38 1
86 45 46 50 110 21 1
24 48 20 35 40 34 0
31 51 87 81 62 62 1
32 37 52 99 55 55 1
25 27 22 31 29 35 0
72 44 104 43 51 34 1
31 31 31 31 31 31 1
27 28 36 28 24 28 0
21 35 33 24 30 29 0
35 55 45 45 45 45 0
29 32 29 26 0 23 0
46 60 64 50 70 58 1
22 34 28 28 28 28 1
50 72 61 61 61 61 1
44 52 37 23 28 37 1
26 44 40 28 18 31 0
118 118 118 118 118 118 1
35 32 55 36 31 38 1
46 32 69 49 49 49 0
70 28 49 49 49 49 1
34 37 36 36 36 36 1
133 28 43 20 51 55 0
37 36 30 28 27 25 0
45 32 24 42 88 55 1
72 41 19 40 49 49 1
39 28 30 29 45 34 0
42 79 62 61 61 61 1
40 70 80 63 63 63 1
22 31 25 27 26 26 0
33 54 29 46 73 52 1
47 27 49 50 48 56 1
37 47 57 33 45 44 1
48 36 32 34 33 30 1
23 22 27 29 61 32 0
103 46 65 19 59 59 0
61 40 69 59 44 36 1
26 74 55 67 36 11 1
41 32 77 50 50 50 1
60 52 54 59 56 56 1
33 23 27 44 29 27 0
48 30 21 82 48 54 1
100 17 26 36 40 42 1
43 24 30 29 29 33 0
37 52 82 42 51 17 1
52 23 27 36 54 39 1
57 34 66 56 82 44 1
36 68 47 56 30 47 1
46 46 33 56 88 32 1
29 33 66 35 41 41 1
49 45 47 47 47 47 1
41 36 57 41 37 40 0
59 37 49 62 61 52 1
38 51 56 43 19 36 1
46 27 66 46 46 46 1
35 76 33 41 22 51 1
30 103 66 66 66 66 1
32 24 21 42 23 38 0
11 44 76 35 13 52 1
72 37 44 49 35 49 1
20 38 83 28 27 39 0
55 36 29 36 39 39 1
50 62 27 91 33 35 1
19 34 71 0 27 30 1
30 37 30 22 86 26 0
21 38 35 30 41 33 0
44 36 30 37 37 37 1
54 20 22 18 19 25 0
62 24 49 59 79 53 1
66 50 35 51 50 56 1
37 34 62 67 53 51 1
23 35 53 41 37 26 0
49 15 16 42 56 68 1
42 19 29 30 30 30 1
21 31 26 26 26 26 0
16 15 43 17 17 21 0
12 45 41 57 23 37 1
43 67 59 54 46 63 1
64 28 42 44 19 39 0
27 29 30 23 27 31 0
34 27 32 15 36 29 0
54 34 55 48 48 48 1
20 25 20 19 41 30 0
39 33 31 17 17 32 1
35 44 32 70 49 33 1
34 24 41 31 32 33 0
49 21 67 56 76 37 1
50 78 59 34 45 53 1
51 67 37 33 46 39 1
36 28 76 56 49 49 1
23 28 33 20 36 41 0
21 21 21 21 21 21 1
48 30 38 33 37 37 1
12 12 12 12 12 12 1
40 31 56 58 48 47 1
35 37 32 39 44 29 0
29 64 35 32 40 54 1
47 55 40 32 42 27 1
32 25 14 15 23 31 0
58 32 70 35 48 39 1
40 61 29 21 30 41 0
52 78 94 40 48 48 1
23 0 16 20 22 42 0
34 34 34 34 34 34 0
70 60 65 65 65 65 1
50 55 46 45 40 55 1
34 31 48 47 40 40 1
22 26 51 29 33 27 0
47 34 54 45 45 45 1
54 39 56 66 39 51 1
35 48 37 72 48 48 1
72 17 44 60 56 50 1
20 29 26 21 24 27 0
31 28 21 19 30 26 0
54 43 72 46 81 72 1
57 25 43 50 36 64 1
48 48 48 48 48 48 1
67 45 71 39 46 34 1
41 16 27 32 29 29 0
26 29 26 23 69 35 0
48 66 44 39 27 45 1
79 36 44 25 46 46 1
14 62 35 29 41 46 1
66 39 40 48 48 48 1
113 26 128 89 89 89 1
26 30 37 27 39 32 0
25 25 25 25 25 25 0
42 55 46 67 53 60 1
27 26 20 27 33 88 0
45 44 52 38 35 43 1
43 40 26 54 39 39 1
27 72 45 46 63 65 1
39 40 79 38 38 58 1
65 17 37 26 51 39 1
26 83 19 43 60 46 1
31 31 33 41 30 33 0
29 65 42 49 49 47 1
31 33 38 34 37 35 0
20 20 25 29 27 41 0
35 70 41 34 45 45 1
42 38 45 42 42 42 1
28 26 40 32 45 20 0
33 26 30 29 29 29 0
22 40 26 27 27 26 0
23 40 26 23 21 31 0
30 25 51 30 29 33 0
21 13 18 32 21 21 0
41 60 33 45 45 45 1
25 31 58 24 72 33 0
32 40 58 64 53 35 1
36 41 54 54 53 44 1
64 34 22 52 46 57 1
45 32 56 77 59 54 1
12 31 40 37 30 30 0
41 28 28 24 20 24 0
111 111 111 111 111 111 0
48 60 85 35 74 43 1
88 23 55 55 55 55 0
55 55 55 55 55 55 0
21 22 29 22 19 23 0
34 49 45 29 40 37 1
27 29 29 20 26 26 0
45 67 15 64 37 53 1
42 13 31 23 28 40 0
26 19 42 69 27 46 0
33 56 31 70 47 47 0
32 22 33 27 31 29 0
27 35 23 40 32 23 0
40 40 40 40 40 40 1
25 23 25 33 38 28 0
87 78 82 82 82 82 1
33 15 56 40 48 38 1
15 27 38 28 45 31 0
45 71 68 53 43 56 1
43 39 44 38 41 41 1
52 66 60 46 26 47 1
58 26 49 38 54 38 0
70 55 61 44 44 52 1
68 63 52 57 39 56 1
41 40 55 37 47 44 1
29 24 28 35 43 73 0
31 31 31 31 31 31 0
17 32 38 24 10 33 0
33 26 26 42 27 27 0
34 41 34 25 36 50 0
31 30 33 29 41 22 0
121 27 22 25 21 44 0
64 64 64 64 64 64 0
29 43 32 32 54 46 1
23 18 29 27 38 27 0
50 48 73 95 18 57 1
37 60 67 36 50 50 1
22 33 29 25 25 27 0
49 14 33 41 48 39 1
27 24 35 20 38 29 0
46 46 59 44 48 39 1
22 26 36 14 49 30 0
39 43 129 139 88 88 1
28 34 25 40 26 31 0
19 111 43 33 61 53 0
23 68 43 28 52 29 0
38 45 40 47 39 37 1
33 20 33 24 24 22 0
52 41 22 27 39 58 1
27 21 32 31 31 28 0
22 24 27 21 41 37 0
22 55 27 27 23 31 0
43 30 61 43 12 44 1
33 33 33 33 33 33 0
31 53 30 16 72 86 1
30 12 30 22 22 26 0
40 27 46 38 38 38 1
51 21 36 36 36 36 1
51 75 87 53 37 48 1
39 25 48 45 115 44 1
23 18 29 27 28 25 0
23 30 24 23 11 27 0
89 30 14 31 41 41 0
27 39 19 14 25 25 0
80 50 46 54 57 57 1
31 31 33 61 22 44 0
25 15 17 25 29 72 0
44 44 44 44 44 44 1
23 18 18 15 28 21 0
57 57 57 57 57 57 1
48 40 59 38 33 44 1
33 38 51 46 27 32 1
49 40 59 69 79 42 1
37 39 53 40 43 39 1
30 23 28 20 27 35 0
11 28 47 32 63 39 0
24 30 31 23 27 27 0
29 28 30 26 38 22 0
33 27 37 37 34 30 0
44 29 24 38 23 87 0
20 30 25 33 33 28 0
25 30 19 33 27 27 0
18 18 18 18 18 18 0
24 32 28 40 22 26 0
46 39 40 61 44 28 1
22 31 17 26 61 26 0
26 28 14 33 29 29 0
35 36 23 35 41 28 0
24 27 19 38 27 27 0
34 110 72 72 72 72 1
30 32 22 28 28 28 0
28 12 31 12 16 38 0
35 74 51 48 81 58 1
32 23 41 21 25 27 0
32 49 42 47 42 42 1
31 39 38 32 32 12 0
44 19 41 33 57 29 1
35 38 41 72 48 47 1
28 30 25 32 42 33 0
25 21 26 15 14 21 0
52 46 56 35 53 45 1
29 24 23 30 46 31 0
26 29 74 34 41 41 0
30 70 22 51 43 43 1
28 12 32 35 31 25 0
39 28 34 34 34 34 0
22 28 20 32 60 33 0
32 30 22 60 40 37 0
44 44 44 44 44 44 1
29 31 24 27 29 35 0
27 24 40 38 26 31 0
30 19 22 34 29 24 0
25 26 28 24 34 33 0
112 99 21 77 77 77 1
20 54 25 32 33 33 0
38 25 31 31 31 31 0
34 58 69 75 59 59 1
23 24 23 31 45 46 0
21 41 31 31 31 31 0
42 27 44 18 35 33 1
27 26 26 26 26 26 0
13 21 19 24 18 32 0
22 34 37 35 46 29 0
25 134 30 23 28 21 0
56 76 40 33 24 46 1
28 28 36 32 31 31 0
20 23 31 28 26 26 0
33 16 24 24 26 30 0
31 32 31 27 30 30 0
43 33 24 29 32 32 0
35 53 50 31 78 49 1
55 80 97 43 69 69 1
23 23 23 23 23 23 0
13 44 28 46 15 76 1
37 38 84 24 40 44 0
46 46 46 46 46 46 1
28 29 47 31 54 59 1
43 44 24 34 22 40 0
36 34 28 20 32 30 0
49 50 46 65 34 49 1
42 42 42 42 42 42 1
32 76 52 39 50 50 1
54 46 38 73 45 51 1
49 71 66 104 44 67 1
36 16 26 26 26 26 0
20 42 44 34 25 33 0
31 21 34 41 31 31 0
35 27 44 13 26 22 0
28 29 32 31 19 28 0
54 46 50 50 50 50 0
25 23 19 31 32 26 0
13 28 21 19 29 22 0
31 41 55 25 26 36 0
19 21 21 24 39 25 0
14 56 42 29 26 33 0
27 27 27 27 27 27 1
35 27 56 22 20 32 0
23 15 28 25 27 23 0
37 54 46 19 73 52 1
38 23 19 24 25 26 0
25 17 23 25 30 24 0
48 37 43 43 43 43 1
36 36 36 36 36 36 0
31 28 31 25 25 21 0
55 75 71 25 57 57 1
33 47 29 42 38 38 0
21 10 27 22 19 53 0
23 35 25 31 21 27 0
43 20 67 78 67 46 1
27 28 30 39 68 26 1
38 37 68 33 35 40 1
28 67 72 39 41 55 1
27 38 21 24 28 28 0
24 33 26 28 23 32 0
29 24 31 28 10 24 0
20 24 26 42 29 19 0
22 28 27 22 16 25 0
26 35 28 25 35 24 0
38 48 63 54 41 49 1
36 45 27 33 61 40 1
28 24 27 51 26 25 0
22 23 27 33 20 25 0
74 74 74 74 74 74 1
36 27 34 18 23 22 0
25 23 34 34 59 37 0
23 23 23 23 23 23 0
24 25 48 38 32 33 0
27 30 28 19 22 40 0
31 24 22 20 36 32 0
56 36 56 62 51 52 1
16 22 32 28 33 26 0
30 30 30 30 30 30 1
22 36 37 56 70 55 1
25 33 30 29 26 43 0
30 39 27 32 32 32 1
33 33 33 33 33 33 0
26 35 62 53 41 63 1
43 57 43 70 37 50 1
43 47 27 31 43 71 1
39 41 40 61 35 28 1
30 30 30 30 30 30 0
24 25 34 37 26 21 0
63 40 39 32 39 43 1
26 30 110 20 34 22 0
25 45 20 30 30 30 0
37 30 37 35 35 35 1
26 38 22 24 24 27 0
63 33 60 39 37 43 1
21 25 23 23 23 23 0
17 59 38 38 38 38 1
25 19 38 51 29 29 0
44 53 44 47 47 47 1
25 14 27 28 45 18 0
39 39 39 39 39 39 0
38 24 27 28 37 32 0
38 31 57 58 26 53 1
28 38 20 29 29 29 0
25 27 23 22 32 22 0
27 32 25 28 26 28 0
20 58 39 39 39 39 1
72 31 41 20 41 41 1
20 26 28 28 18 39 0
74 24 44 27 31 40 0
37 35 23 48 36 36 0
38 29 34 34 34 34 1
51 50 39 28 76 49 1
67 36 37 47 47 47 0
68 25 11 21 26 23 0
34 14 36 30 34 50 0
39 25 49 50 36 42 1
20 21 22 21 26 31 0
63 32 45 38 55 47 1
24 24 24 24 24 24 0
28 13 30 29 31 26 0
28 61 40 37 35 35 1
43 27 35 35 35 35 1
41 43 63 12 39 40 1
50 76 36 26 66 46 1
43 44 37 35 32 94 1
59 34 58 53 51 51 1
30 26 23 32 28 28 0
55 32 27 27 22 33 0
49 26 41 56 15 62 0
29 58 56 63 51 51 1
31 21 31 39 25 29 0
27 26 27 24 28 32 0
28 28 28 28 28 28 0
38 52 48 36 31 57 1
123 112 64 99 99 99 0
47 35 21 19 33 26 0
36 28 25 25 21 17 0
22 54 37 45 32 40 1
53 53 53 53 53 53 0
23 32 16 33 26 26 0
29 23 58 58 19 37 0
66 27 47 47 47 47 0
23 66 48 36 43 43 1
28 29 38 24 45 33 0
30 39 32 80 45 45 1
24 29 49 19 27 29 0
43 48 52 31 44 44 1
29 21 26 18 59 31 0
41 41 41 41 41 41 0
46 34 74 51 75 67 1
25 34 29 29 29 29 0
61 65 40 65 77 62 1
25 89 30 21 19 27 0
20 34 27 27 27 27 0
28 38 17 26 27 27 0
41 42 19 34 34 34 0
20 20 20 20 20 20 1
38 94 25 28 22 42 0
16 16 27 20 20 20 0
32 43 43 47 46 67 1
37 54 33 40 64 62 1
27 32 29 29 29 29 0
64 24 43 28 18 35 0
41 38 42 53 43 43 1
24 21 29 65 35 35 0
79 39 26 40 32 24 1
21 64 54 163 75 75 0
39 39 69 49 49 49 1
27 64 24 30 25 11 0
70 70 70 70 70 70 1
62 33 20 64 36 46 1
24 29 32 36 27 30 0
49 28 41 34 39 38 1
30 20 20 28 24 24 0
60 57 95 71 71 71 1
29 21 25 25 25 25 0
32 13 29 30 30 27 0
32 27 30 30 30 30 0
61 61 61 61 61 61 0
30 34 69 29 47 42 0
62 19 57 60 48 106 1
54 32 76 41 27 46 1
16 36 59 48 76 56 1
69 37 64 40 45 80 1
52 52 52 52 52 52 1
23 23 23 23 23 23 0
25 28 28 27 27 27 1
35 26 24 71 29 52 0
79 24 132 66 43 69 1
37 53 20 58 36 37 1
29 34 50 51 34 29 1
25 19 27 26 27 26 0
35 27 89 29 19 40 0
21 32 57 23 30 22 0
